Nhóm nghĩa loại,Chủ đề lớn (TV),Chủ đề con (TV),
,Thành ngữ về lời nói,Thành ngữ về người giỏi ăn nói,"大辩若讷
畅所欲言
大辩不言
出言成章
喋喋不休
对答如流
多嘴多舌
多嘴饶舌
好说歹说
绘声绘色
津津乐道
侃侃而谈
侃侃而言
慷慨陈词
口若悬河
夸夸其谈
伶牙俐齿
能说会道
巧舌如簧
巧言如簧
滔滔不绝
头头是道
娓娓而谈
一语道破
一语破的
振振有词
嘴尖舌巧
"
,,Thành ngữ về người ít nói,"笨嘴笨舌
笨嘴拙腮
笨嘴拙舌
避而不谈
沉静寡言
沉密寡言
沉默不语
沉默寡言
寡言少语
噤若寒蝉
默不作声
片言只语
片言只字
片纸只字
三缄其口
三言两句
三言两语
哑口无言
一言半句
一言半语
一言不发
张口结舌
拙口钝辞
拙口钝腮
拙嘴笨舌
"
,,Thành ngữ về nói thẳng,"冲口而出
单刀直人
和盘托出
开门见山
口不择言
快人快语
全盘托出
脱口而出
知无不言
直截了当
直言不讳"
,,Thành ngữ về lời nói trung thực,"肺腑之谈
肺腑之言
金石良言
金石玉言
金玉良言
金玉之言
语重心长
至理名盲
忠言逆耳"
,,Thành ngữ về lời nói khoác,"大吹大播
大言不惭
天花乱坠
言过其实
大吹法螺"
,,Thành ngữ về lời nói dối,"飞短流长
蜚短流长
风言风语
花言巧语
流言蜚语
瞒天大谎
谩天大谎
漫天大谎
弥天大谎
巧言令色
说长道短
言不由中
言而无信
语无伦次"
,,Thành ngữ về nói năng lung tung,"不知所云
不着边际
痴人呓语
东拉西扯
胡搅蛮缠
胡说八道
胡说乱道
胡言乱语
奇说怪论
奇谈怪论
奇言怪语
无稽之谈
信口雌黄
信口开合
信口开河"
,,Thành ngữ về nói năng khiếm nhã,"出言不逊
恶语中伤
狗血喷头
口出不逊
破口大骂
油嘴滑舌
指桑骂槐"
,,Thành ngữ về lời nói bóng gió,"含糊其辞
话里有话
讳莫如深
抹角转弯
闪烁其词
含糊其辞
话里有话
讳莫如深
抹角转弯
闪烁其词
弦外之音
言不由衷
言外之意
意在盲外
隐晦曲折
隐约其辞
支吾其词
转弯抹角
"
,,Thành ngữ về giọng điệu nói năng,"粗声粗气
恶声恶气
怪腔怪调
铿锵有力
南腔北调
娓娓动听
燕语莺声
阴阳怪气
油腔滑调
众口一词"
,,Thành ngữ về cách giao tiếp,"刀子嘴豆腐心
啖以甘言
打当面鼓
打开天窗说亮话
打开窗户说亮话
奔走呼号
奔走相告
促膝谈心
大发雷霆
低声下气
对口交耳
河东狮吼
理直气壮
力竭声嘶
临别赠言
窃窃私语
声嘶力竭
谈吐风生
谈笑风生
甜言美语
甜言蜜语
婉言谢绝
异口同声
异口同音
"
,,"Thành ngữ về tranh luận, biện luận","谠论侃侃
谠言嘉论
成败论人
唇枪舌剑
存而不论
反唇相讥
反唇相稽
高谈阔论
各持己见
各抒已见
各执已见
骨鲠在喉
口诛笔伐
浪声浪气
理屈词穷
力排众议
满城风雨
明辨是非
莫衷一是
能言善辩
平心而论
评头论足
扑朔迷离
七嘴八舌
强词夺理
说三道四
同日而语
无可置辩
相提并论
言人人殊
言之有理
有口难辩
有口难分
自我解嘲
"
,,Các thành ngữ khác về lời nói,"打牙撂嘴
不刊之论
大肆攻击
不可名状
大放厥词
大放厥辞
大呼小叫
颠来倒去
颠三倒四
泛泛而谈
覆水难收
豪言壮语
话不投机
尖酸刻薄
街谈巷说
街谈巷议
街谈巷语
金口玉言
酒后失言
口燥唇于
老生常谈
冷嘲热讽
冷嘲热谑
冷嘲闲讽
冷讥热讽
冷言冷语
明知故问
念念有词
品头论足
品头题足
评头品足
齐东野语
人云亦云
守口如瓶
谈天说地
添油加醋
推托别词
推托之词
嬉笑怒骂
言多必失
言为心声
咬文嚼字
要而言之
一诺千金
一言既出
驷马难追
一言九鼎
一言难尽
一言难馨
一言一行
一言以蔽
鹦鹉学舌
有口无心
有言在先
语惊四座
语焉不详
玉言金口
众口纷纭
众口一辞
众说纷纭
自言自语
自圆其说
总而言之
"
,Thành ngữ cử chỉ,Thành ngữ về hành động,"步履蹒跚
步履维艰
大摇大摆
健步如飞
捷足先登
蹑手蹑脚
轻手轻脚
姗姗来迟
扬长而去
大步流星"
,,Thành ngữ về cử chỉ,"碍手碍脚
笨手笨脚
藏头露尾
插科打诨
察言观色
捶胸顿足
搓手顿足
大模大样
动手动脚
锋芒毕露
拂袖而去
欢蹦乱跳
欢呼雀跃
活蹦乱跳
急流勇退
交头接耳
金鸡独立
举止大方
摩拳擦掌
扭扭捏捏
拍案而起
抛头露面
劈头盖脸
劈头劈脸
破门而人
前仰后合
搔头弄姿
手舞足蹈
探头探脑
形迹可疑
摇头摆尾
摇头晃脑
一举一动
指手划脚
指手画脚
抓耳挠腮
"
,"Thành ngữ về tính cách, phẩm chất",Thành ngữ về tính cách,"大大方方
大马金刀
八面玲珑
大直若屈
大直若诎
暴跳如雷
避重就轻
不羁之才
不稂不莠
不屈不挠
大巧若拙
担惊受怕
胆小如鼠
刁钻古怪
刚正不阿
孤芳自赏
孤芳自许
拐弯抹角
好高骛远
桀骜不驯
桀骜不轨
看风使舵
明哲保身
逆来顺受
善解人意
天真烂漫
通情达理
外柔内刚
顽固不化
文人无行
先天不足
心高气傲
心直口快
胸无城府
血气方刚
优柔寡断
仗义执言
自作聪明

"
,,Thành ngữ về phẩm chất đạo đức,不磷不缁     以容取人     以貌取人     偷工减料     冰魂素魄     冰魂雪魄     刚毅木讷     卑鄙无耻     卑鄙龌龊     卑陋龌龊     德才兼备     新人新事     材德兼备     浑金璞玉     淑质英才     狐鼠之徒     琨玉秋霜     璞玉浑金     真金烈火     聪明正直     良金美玉     苍松翠柏     蕙心纨质     薮中荆曲     遇人不淑     金玉其质     龙生九子     澹泊寡欲     道德文章     道高德重
,Thành ngữ về sức khỏe,Thành ngữ về sức khỏe,"带减腰围
遍体鳞伤
病从口人
不省人事
负薪之忧
回春之术
讳疾忌医
积劳成疾
焦头烂额
救死扶伤
妙手回春
皮开肉绽
祛病延年
伤筋动骨
手到病除
体无完肤
头破血流
头疼脑热
万劫不复
延年益寿
一病不起
"
,Thành ngữ về sinh tử họa phúc,Thành ngữ về sự sống,"长命百岁
长生不老
虎口残生
虎口逃生
虎口余生
劫后余生
九死一生
绝处逢生
绝路逢生
死里逃生"
,,Thành ngữ về cái chết,"病人膏肓
不治之症
粉身碎骨
赶尽杀绝
含笑九泉
红颜薄命
披麻带孝
披麻戴孝
身首异处
生老病死
寿终正寝
死不瞑目
死不足惜
死得其所
死生有命
死于非命
碎尸万段
鸣呼哀哉
香销玉殒
行将就木
一命鸣呼
在天之灵
斩尽杀绝
诛尽杀绝
"
,,Thành ngữ về ranh giới giữa sự sống và cái chết,"出生人死
大渐弥留
苟全性命
苟延残喘
回光返照
弥留之际
起死回生
气息奄奄
生离死别
生死存亡
生死关头
生死攸关
寻死觅活
奄奄一息"
,,Thành ngữ về họa,"大难临头
兵荒马乱
大祸临头
惨不忍睹
赤地千里
刀山火海
多灾多难
泛滥成灾
放虎归山
飞来横祸
腹心之患
腹心之疾
洪水猛兽
后患无穷
火海刀山
祸不单行
祸从口出
祸起萧墙
吉凶未卜
三长两短
首当其冲
水火无情
天崩地裂
天灾人祸
万民涂炭
心腹之患
心腹之疾
凶多吉少
雪上加霜
血流成河
一差二错
引狼人室
纵虎归山
"
,,Thành ngữ về phúc,"拨云见日
出头之日
大福不再
洞天福地
福地洞天
福如东海
福星高照
洪福齐天
吉星高照
三生有幸
万事大吉
万事亨通
因祸得福
因祸为福
遇难成祥"
,Thành ngữ về ăn ở đi lại,Thành ngữ về ăn uống,"大酒大肉
峨冠博带
丰衣足食
花里胡哨
花枝招展
奇装异服
衣不蔽体
衣不完采
衣衫褴褛
珠光宝气
大吃大喝
大块朵颐"
,,Thành ngữ về ăn mặc,"残杯冷炙
残羹冷炙
吃糠咽菜
粗茶淡饭
觥筹交错
饥肠辘辘
家常便饭
嘉肴美馔
嘉肴旨酒
嗟来之食
酒足饭饱
狼吞虎咽
茹毛饮血
山珍海错
山珍海味
食不甘味
食不果腹
珍馐佳肴
"
,,Thành ngữ về chỗ ở,"安土重迁
不服水土
餐风宿露
窗明几净
大兴土木
风餐露宿
寄人篱下
乔迁之喜
深居简出
水土不服
无家可归
席地而坐"
,,Thành ngữ về đi lại,"安步当车
跋山涉水
登山临水
翻山越岭
捷足先得
狼奔豕突
马不停蹄
南来北往
披星戴月
萍踪浪迹
萍踪浪影
蠕蠕而动
行色匆匆
一路平安
一路顺风
一去不返
鱼贯而人
早出暮归
早出晚归
昼伏夜行
"
,,Các thành ngữ khác về ăn ở đi lại,"金玉满堂
锦衣玉食"
,Thành ngữ về hôn nhân gia đình,Thành ngữ về tình yêu,"一见钟情     之死靡它     云心水性     佳人才子     倩女离魂     儿女情长     喜新厌旧     天长地久     山盟海誓     弃旧迎新     恋新忘旧     情窦初开     暮翠朝红     桃花流水     流水桃花     海誓山盟     眉目传情     碧海青天     离魂倩女     笃新怠旧     红豆相思     至死靡它     英雄气短     连枝共冢     醋海翻波     风花雪月     打情卖笑     单相思
打情骂俏
打情骂趣
暗送秋波
比翼双飞
缠绵悱侧
赤绳系足
地久天长
耳鬓厮磨
海誓山盟
含情脉脉
红豆相思
鸿雁传书
金屋藏娇
郎才女貌
怜香惜玉
两相情愿
两小无猜
眉来眼去
眉目传情
脉脉含情
藕断丝连
缱绻羡爱
青梅竹马
情窦渐开
山盟海誓
谈情说爱
天长地久
望穿秋水
温情脉脉
惜玉怜香
一见倾倒
一见倾心
一见钟情
一往情深
一相情愿
"
,,Thành ngữ về hôn nhân,"单夫只妇
待字闺中
白头到老
白头偕老
并蒂芙蓉
并蒂莲花
乘龙佳婿
穿针引线
洞房花烛
反目成仇
夫唱妇随
嫁鸡随鸡
举案齐眉
露水夫妻
门当户对
明媒正娶
破镜重圆
秦晋之好
琴瑟之好
卿卿我我
如胶如漆
如胶似漆
身怀六甲
授受不亲
似漆如胶
天作之合
相敬如宾
相亲相爱
新婚燕尔
指腹为婚
终身大事

"
,,Thành ngữ về gia đình,"安家立业
白手成家
白手起家
成家立业
传宗接代
当家作主
夫荣妻贵
含饴弄孙
家长里短
拉家带口
男耕女织
弄瓦之喜
弄璋之喜
妻离子散
书香门第
孀妻弱子
天伦之乐
拖家带口
膝下承欢
小康之家
孝子贤孙
养儿防老
养家活口
一男半女
沾亲带故
沾亲带友
"
,,Các thành ngữ khác về hôn nhân gia đình,"乱点鸳鸯
月下老人
戴绿帽子
单丝不线"
Đạo đức - Tư tưởng,Thành ngữ về đạo đức luân lý,Thành ngữ về đạo đức,"表里如一
当仁不让
德高望重
德隆望尊
奉公守法
高风亮节
顾全大局
专门利人
积善成德
敬老尊贤
慷慨解嚢
乐善好施
两袖清风
贫贱不移
品学兼优
仁义道德
舍己救人
舍已为公
先人后己
虚怀若谷
严于律己
一尘不染
中庸之道
"
,,Thành ngữ về luân lý ,"伯仲之间
从一而终
情至意尽
手足之情
数典忘祖
相依为命"
,Thành ngữ về khen ngợi phê bình,Thành ngữ về sự khen ngợi,"导德齐礼
戴高帽儿
戴高帽子
彪炳千秋
大禹治水
冰肌玉骨
不辞劳苦
不可多得
不可磨灭
不同凡响
才高八斗
才貌双全
才气过人
吃苦耐劳
驰名中外
出类拔萃
聪明伶俐
大名鼎鼎
单刀赴会
当之无愧
登堂人室
丰功伟绩
风流人物
福禄双全
附庸风雅
盖世无双
歌功颂德
亘古未有
功德无量
古色古香
含辛茹苦
后起之秀
击节叹赏
价廉物美
举世闻名
可歌可泣
口碑载道
廉洁奉公
流芳千古
名垂后世
呕心沥血
擎天之柱
人才辈出
人才济济
人杰地灵
茹苦含辛
人室升堂
深人人心
升堂人室
十全十美
识途老马
视为至宝
首屈一指
树碑立传
泰山北斗
叹为观止
堂堂正正
万古流芳
万寿无疆
无与伦比
物美价廉
一代楷模
一代文豪
一顾倾城
一表人才
一表人材
一表人物
一鸣惊人
永垂不朽
有口皆碑
赞不绝口
赞叹不已
啧啧称善
知人论世
知书达礼
知书知礼
至大至刚
中流砥柱
众望所归
众星拱月
众星捧月
"
,,Thành ngữ về sự chê bai,"白璧微瑕
大干物议
白玉微瑕
不打自招
不伦不类
不三不四
不识抬举
才疏学浅
臭名昭著
妒贤嫉能
嫉贤妒能
忌贤妒能
脸憨皮厚
千人所指
清水衙门
如此而已
身败名裂
深恶痛绝
始作俑者
无事生非
一塌糊涂
"
,,Các thành ngữ khác về khen ngợi phê bình,"褒贬扬抑
不痛不痒
不关痛痒
不相上下
尺短寸长
大相径庭
非此即彼
盖棺论定
各有利弊
各有千秋
各有所长
毁誉参半
截然不同
迥乎不同
迥然不同
良莠不齐
判若两人
平分秋色
千差万别
天壤之别
天渊之别
相去无几
臧否人物
"
,Thành ngữ về khuyên thiện trừng ác,Thành ngữ về khuyên thiện,"重新做人
从善如流
大声疾呼
改过迁善
改过自新
改邪归正
回头是岸
论功行封
论功行赏
破除迷信
破格录用
善有善报
下不为例
悬崖勒马
一之为甚
一之谓甚
一之已甚
"
,,Thành ngữ về trừng ác,"惩一儆百
除暴安良
就地正法
千刀万剐
杀一儆百
天打雷轰
天打雷劈
天地不容
天地难容
天理难容
天诛地灭
以一警百"
,,Các thành ngữ khác về khuyên thiện trừng ác,"褒善贬恶
惩恶劝善
遏恶扬善
劝善惩恶
误人歧途
洗手不干
自食其果"
,Thành ngữ về tốt xấu thiện ác,Thành ngữ về cái tốt,"百里挑一
出水芙蓉
嘉言懿行
尽善尽美
精美绝伦
两全其美
美不胜收
美玉无瑕
名垂千古
名垂千秋
名垂青史
名列前茅
难能可贵
青史标名
青史留名
舍己为人
拾金不昧
完美无缺
完美无瑕
瑕不掩瑜
择善而从
质朴无华
"
,,Thành ngữ về cái xấu,"藏垢纳污
风流韵事
利令智昏
利欲熏心
卖弄风骚
男盗女娼
拈花惹草
惹草拈花
惹花拈草
伤风败俗
伤情害理
伤天害理
声色犬马
水性杨花
损人利已
嫌贫爱富
寻花问柳
寻欢作乐
遗臭万年
重财轻义
自欺欺人
坐收渔利
坐享其成
"
